# An isolated stratocumulus water cloud out of the entire cloud field of rico.20.smagorinsky/MISR01/An
122,106,39      # nx,ny,nz
66,77,14,0.13885,17.425
66,78,8,0.00246,15.532
66,78,9,0.02955,15.904
66,78,12,0.17509,17.022
66,78,13,0.36657,17.261
66,78,14,0.53406,17.425
66,79,6,0.00483,14.607
66,79,7,0.03915,15.106
66,79,8,0.00466,15.532
66,79,11,0.01895,16.756
66,79,12,0.31711,17.022
66,79,13,0.45652,17.261
66,79,14,0.78887,17.425
66,80,11,0.16597,16.756
66,80,12,0.39677,17.022
66,80,13,0.51652,17.261
66,80,14,0.66920,17.425
66,81,8,0.00925,15.532
66,81,11,0.06312,16.756
66,81,12,0.31963,17.022
66,81,13,0.49890,17.261
66,81,14,0.66335,17.425
66,82,4,0.01586,13.314
66,82,8,0.02407,15.532
66,82,9,0.02414,15.904
66,82,12,0.13949,17.022
66,82,13,0.37465,17.261
66,82,14,0.20700,17.425
66,83,4,0.02770,13.314
66,83,9,0.00852,15.904
66,84,7,0.02098,15.106
66,89,10,0.02055,16.321
66,90,10,0.02249,16.321
67,28,2,0.00586,11.685
67,29,2,0.03177,11.685
67,29,3,0.02395,12.521
67,30,2,0.01074,11.685
67,30,3,0.03370,12.521
67,34,5,0.01748,14.001
67,35,4,0.02350,13.314
67,35,5,0.14405,14.001
67,36,3,0.00432,12.521
67,36,4,0.06332,13.314
67,36,5,0.28583,14.001
67,36,6,0.00726,14.607
67,37,3,0.05177,12.521
67,37,4,0.07213,13.314
67,37,5,0.31578,14.001
67,37,6,0.05326,14.607
67,38,3,0.06562,12.521
67,38,4,0.05777,13.314
67,38,5,0.27650,14.001
67,38,6,0.06154,14.607
67,39,2,0.00450,11.685
67,39,3,0.04153,12.521
67,39,4,0.05324,13.314
67,39,5,0.25381,14.001
67,39,6,0.06752,14.607
67,40,3,0.05752,12.521
67,40,4,0.08490,13.314
67,40,5,0.28869,14.001
67,40,6,0.09144,14.607
67,41,3,0.07573,12.521
67,41,4,0.13798,13.314
67,41,5,0.29139,14.001
67,41,6,0.16561,14.607
67,42,3,0.05131,12.521
67,42,4,0.15944,13.314
67,42,5,0.26470,14.001
67,42,6,0.27496,14.607
67,43,3,0.04027,12.521
67,43,4,0.10056,13.314
67,43,5,0.22403,14.001
67,43,6,0.32676,14.607
67,43,7,0.10503,15.106
67,44,3,0.04345,12.521
67,44,4,0.04448,13.314
67,44,5,0.15808,14.001
67,44,6,0.23755,14.607
67,44,7,0.25823,15.106
67,45,3,0.04319,12.521
67,45,4,0.03319,13.314
67,45,5,0.07550,14.001
67,45,6,0.07424,14.607
67,45,7,0.34278,15.106
67,46,3,0.04675,12.521
67,46,4,0.01914,13.314
67,46,5,0.00614,14.001
67,46,7,0.29879,15.106
67,47,3,0.04483,12.521
67,47,4,0.01745,13.314
67,47,6,0.02208,14.607
67,47,7,0.14373,15.106
67,48,3,0.01009,12.521
67,48,4,0.00962,13.314
67,48,6,0.08010,14.607
67,48,7,0.01193,15.106
67,49,6,0.12287,14.607
67,50,5,0.00623,14.001
67,50,6,0.17977,14.607
67,51,5,0.09414,14.001
67,51,6,0.10262,14.607
67,52,5,0.04938,14.001
67,52,6,0.04479,14.607
67,53,6,0.00614,14.607
67,57,3,0.00462,12.521
67,68,6,0.14146,14.607
67,68,7,0.00757,15.106
67,69,4,0.00344,13.314
67,69,5,0.09365,14.001
67,69,6,0.27779,14.607
67,69,7,0.12189,15.106
67,70,5,0.10799,14.001
67,70,6,0.23363,14.607
67,70,7,0.22277,15.106
67,71,4,0.00894,13.314
67,71,5,0.02335,14.001
67,71,6,0.14533,14.607
67,71,7,0.19327,15.106
67,72,5,0.02593,14.001
67,72,6,0.16340,14.607
67,72,7,0.14590,15.106
67,72,10,0.06311,16.321
67,73,5,0.02866,14.001
67,73,6,0.19350,14.607
67,73,7,0.17044,15.106
67,73,10,0.24024,16.321
67,73,11,0.36429,16.756
67,73,12,0.02573,17.022
67,74,6,0.08328,14.607
67,74,7,0.16762,15.106
67,74,10,0.22328,16.321
67,74,11,0.40933,16.756
67,74,12,0.22573,17.022
67,75,7,0.02866,15.106
67,75,10,0.08804,16.321
67,75,11,0.20035,16.756
67,75,12,0.35964,17.022
67,75,13,0.06716,17.261
67,76,5,0.00200,14.001
67,76,10,0.01273,16.321
67,76,11,0.06308,16.756
67,76,12,0.14749,17.022
67,76,13,0.29452,17.261
67,77,6,0.00139,14.607
67,77,8,0.00729,15.532
67,77,9,0.00291,15.904
67,77,12,0.00675,17.022
67,77,13,0.25429,17.261
67,77,14,0.16363,17.425
67,78,5,0.00765,14.001
67,78,6,0.02269,14.607
67,78,8,0.11208,15.532
67,78,9,0.00104,15.904
67,78,12,0.03431,17.022
67,78,13,0.13806,17.261
67,78,14,0.52790,17.425
67,79,6,0.02180,14.607
67,79,7,0.01383,15.106
67,79,8,0.06043,15.532
67,79,12,0.06480,17.022
67,79,13,0.16320,17.261
67,79,14,0.69070,17.425
67,79,15,0.12666,17.593
67,80,8,0.02672,15.532
67,80,12,0.09821,17.022
67,80,13,0.20175,17.261
67,80,14,0.68524,17.425
67,80,15,0.07138,17.593
67,81,8,0.03447,15.532
67,81,12,0.10938,17.022
67,81,13,0.17247,17.261
67,81,14,0.67199,17.425
67,81,15,0.05797,17.593
67,82,12,0.09353,17.022
67,82,13,0.25380,17.261
67,82,14,0.36307,17.425
68,29,2,0.02743,11.685
68,29,3,0.01050,12.521
68,30,3,0.00372,12.521
68,33,3,0.03546,12.521
68,34,3,0.05084,12.521
68,34,4,0.03690,13.314
68,35,4,0.11650,13.314
68,35,5,0.08287,14.001
68,36,3,0.04062,12.521
68,36,4,0.06783,13.314
68,36,5,0.21564,14.001
68,37,3,0.13399,12.521
68,37,4,0.05888,13.314
68,37,5,0.22064,14.001
68,37,6,0.02818,14.607
68,38,3,0.12829,12.521
68,38,4,0.16681,13.314
68,38,5,0.24053,14.001
68,38,6,0.05412,14.607
68,39,3,0.07778,12.521
68,39,4,0.17118,13.314
68,39,5,0.28654,14.001
68,39,6,0.08623,14.607
68,39,7,0.00418,15.106
68,40,3,0.05394,12.521
68,40,4,0.14311,13.314
68,40,5,0.30144,14.001
68,40,6,0.11001,14.607
68,40,7,0.07150,15.106
68,41,3,0.05072,12.521
68,41,4,0.15115,13.314
68,41,5,0.26762,14.001
68,41,6,0.08528,14.607
68,41,7,0.02358,15.106
68,42,2,0.01100,11.685
68,42,3,0.04597,12.521
68,42,4,0.13175,13.314
68,42,5,0.22113,14.001
68,42,6,0.07887,14.607
68,43,2,0.01481,11.685
68,43,3,0.05019,12.521
68,43,4,0.10170,13.314
68,43,5,0.16433,14.001
68,43,6,0.13497,14.607
68,43,7,0.01276,15.106
68,44,2,0.01084,11.685
68,44,3,0.06669,12.521
68,44,4,0.09624,13.314
68,44,5,0.08729,14.001
68,44,6,0.15024,14.607
68,44,7,0.08648,15.106
68,45,3,0.07167,12.521
68,45,4,0.08531,13.314
68,45,5,0.02195,14.001
68,45,6,0.11877,14.607
68,45,7,0.17107,15.106
68,46,3,0.06198,12.521
68,46,4,0.06866,13.314
68,46,6,0.09170,14.607
68,46,7,0.13931,15.106
68,47,3,0.04836,12.521
68,47,4,0.07144,13.314
68,47,6,0.06461,14.607
68,47,7,0.05933,15.106
68,48,3,0.02575,12.521
68,48,4,0.06532,13.314
68,48,5,0.01536,14.001
68,48,6,0.02222,14.607
68,49,4,0.00426,13.314
68,49,5,0.01956,14.001
68,49,6,0.02344,14.607
68,50,6,0.11770,14.607
68,51,5,0.03489,14.001
68,51,6,0.13795,14.607
68,52,5,0.06571,14.001
68,52,6,0.02285,14.607
68,53,5,0.02468,14.001
68,56,6,0.01900,14.607
68,67,5,0.03369,14.001
68,67,6,0.05786,14.607
68,68,5,0.06349,14.001
68,68,6,0.19817,14.607
68,68,7,0.01622,15.106
68,69,5,0.06025,14.001
68,69,6,0.25359,14.607
68,69,7,0.08129,15.106
68,70,5,0.03415,14.001
68,70,6,0.15126,14.607
68,70,7,0.08692,15.106
68,71,3,0.01417,12.521
68,71,4,0.03010,13.314
68,71,6,0.09578,14.607
68,71,7,0.09922,15.106
68,72,3,0.00253,12.521
68,72,4,0.02085,13.314
68,72,5,0.02508,14.001
68,72,6,0.10655,14.607
68,72,7,0.15445,15.106
68,73,6,0.05953,14.607
68,73,7,0.14190,15.106
68,73,10,0.05629,16.321
68,73,11,0.20206,16.756
68,74,6,0.01002,14.607
68,74,7,0.05141,15.106
68,74,10,0.08930,16.321
68,74,11,0.38489,16.756
68,74,12,0.18577,17.022
68,75,10,0.04876,16.321
68,75,11,0.24496,16.756
68,75,12,0.35889,17.022
68,75,13,0.02792,17.261
68,76,11,0.06390,16.756
68,76,12,0.22232,17.022
68,76,13,0.19175,17.261
68,77,5,0.01459,14.001
68,77,6,0.01999,14.607
68,77,12,0.02603,17.022
68,77,13,0.22123,17.261
68,77,14,0.10836,17.425
68,78,5,0.02290,14.001
68,78,6,0.05590,14.607
68,78,8,0.07309,15.532
68,78,9,0.01231,15.904
68,78,13,0.13811,17.261
68,78,14,0.37546,17.425
68,79,6,0.00651,14.607
68,79,8,0.05804,15.532
68,79,13,0.06555,17.261
68,79,14,0.46427,17.425
68,79,15,0.08390,17.593
68,80,14,0.47775,17.425
68,80,15,0.09593,17.593
68,81,14,0.48400,17.425
68,81,15,0.05516,17.593
68,82,13,0.06266,17.261
68,82,14,0.28501,17.425
68,85,10,0.02718,16.321
69,29,2,0.00682,11.685
69,33,3,0.09334,12.521
69,34,3,0.12016,12.521
69,34,4,0.04968,13.314
69,35,3,0.05822,12.521
69,35,4,0.17819,13.314
69,35,5,0.03350,14.001
69,36,3,0.06860,12.521
69,36,4,0.13923,13.314
69,36,5,0.09619,14.001
69,37,3,0.09947,12.521
69,37,4,0.13044,13.314
69,37,5,0.12855,14.001
69,38,3,0.07434,12.521
69,38,4,0.20889,13.314
69,38,5,0.20577,14.001
69,38,6,0.04008,14.607
69,38,7,0.15056,15.106
69,39,3,0.05042,12.521
69,39,4,0.18763,13.314
69,39,5,0.29255,14.001
69,39,6,0.10308,14.607
69,39,7,0.20926,15.106
69,39,8,0.05033,15.532
69,40,3,0.04328,12.521
69,40,4,0.13831,13.314
69,40,5,0.28360,14.001
69,40,6,0.12996,14.607
69,40,7,0.20778,15.106
69,40,8,0.07566,15.532
69,41,3,0.03492,12.521
69,41,4,0.11564,13.314
69,41,5,0.23434,14.001
69,41,6,0.04676,14.607
69,41,7,0.14970,15.106
69,41,8,0.04074,15.532
69,42,2,0.00284,11.685
69,42,3,0.03827,12.521
69,42,4,0.11554,13.314
69,42,5,0.19284,14.001
69,42,7,0.01851,15.106
69,43,3,0.04228,12.521
69,43,4,0.11736,13.314
69,43,5,0.12196,14.001
69,44,3,0.04634,12.521
69,44,4,0.12076,13.314
69,44,5,0.06604,14.001
69,45,3,0.04897,12.521
69,45,4,0.10338,13.314
69,45,5,0.01683,14.001
69,45,6,0.01376,14.607
69,46,3,0.04362,12.521
69,46,4,0.09125,13.314
69,46,6,0.03674,14.607
69,46,7,0.00105,15.106
69,47,3,0.02717,12.521
69,47,4,0.09594,13.314
69,47,6,0.02692,14.607
69,48,4,0.06514,13.314
69,48,5,0.02666,14.001
69,48,6,0.02894,14.607
69,49,5,0.03543,14.001
69,49,6,0.03167,14.607
69,50,6,0.03764,14.607
69,51,6,0.08997,14.607
69,52,5,0.00315,14.001
69,52,6,0.00930,14.607
69,53,5,0.00162,14.001
69,56,5,0.02039,14.001
69,56,6,0.02527,14.607
69,65,4,0.01317,13.314
69,66,4,0.08326,13.314
69,66,5,0.01242,14.001
69,67,4,0.04884,13.314
69,67,5,0.13513,14.001
69,67,6,0.07112,14.607
69,68,5,0.12912,14.001
69,68,6,0.17279,14.607
69,68,7,0.00915,15.106
69,69,5,0.01598,14.001
69,69,6,0.15328,14.607
69,69,7,0.02649,15.106
69,70,6,0.06733,14.607
69,70,7,0.03504,15.106
69,71,3,0.01196,12.521
69,71,4,0.05413,13.314
69,71,5,0.00532,14.001
69,71,6,0.05683,14.607
69,71,7,0.07628,15.106
69,72,4,0.04384,13.314
69,72,5,0.04081,14.001
69,72,6,0.08856,14.607
69,72,7,0.11669,15.106
69,73,5,0.00256,14.001
69,73,6,0.03951,14.607
69,73,7,0.08869,15.106
69,74,6,0.00265,14.607
69,74,7,0.01230,15.106
69,74,11,0.18142,16.756
69,74,12,0.09159,17.022
69,75,10,0.01665,16.321
69,75,11,0.18976,16.756
69,75,12,0.24907,17.022
69,76,11,0.03040,16.756
69,76,12,0.25280,17.022
69,76,13,0.07115,17.261
69,77,5,0.02088,14.001
69,77,12,0.07929,17.022
69,77,13,0.19881,17.261
69,78,5,0.03756,14.001
69,78,6,0.00975,14.607
69,78,13,0.24555,17.261
69,78,14,0.09901,17.425
69,79,5,0.00205,14.001
69,79,6,0.00156,14.607
69,79,13,0.17486,17.261
69,79,14,0.21942,17.425
69,80,13,0.00405,17.261
69,80,14,0.15920,17.425
69,81,14,0.14780,17.425
69,82,14,0.00800,17.425
69,84,10,0.02791,16.321
70,28,2,0.00447,11.685
70,33,3,0.01800,12.521
70,34,3,0.07947,12.521
70,35,3,0.06564,12.521
70,35,4,0.10148,13.314
70,36,3,0.04112,12.521
70,36,4,0.15218,13.314
70,36,5,0.02735,14.001
70,36,6,0.04174,14.607
70,36,7,0.04347,15.106
70,37,3,0.02180,12.521
70,37,4,0.11326,13.314
70,37,5,0.05158,14.001
70,37,6,0.07396,14.607
70,37,7,0.28855,15.106
70,38,3,0.01277,12.521
70,38,4,0.11475,13.314
70,38,5,0.13800,14.001
70,38,6,0.09733,14.607
70,38,7,0.39273,15.106
70,38,8,0.16680,15.532
70,39,3,0.00959,12.521
70,39,4,0.09189,13.314
70,39,5,0.23448,14.001
70,39,6,0.13580,14.607
70,39,7,0.33026,15.106
70,39,8,0.23737,15.532
70,40,3,0.02587,12.521
70,40,4,0.08005,13.314
70,40,5,0.26944,14.001
70,40,6,0.17904,14.607
70,40,7,0.25722,15.106
70,40,8,0.19140,15.532
70,41,3,0.02816,12.521
70,41,4,0.07891,13.314
70,41,5,0.22765,14.001
70,41,6,0.10749,14.607
70,41,7,0.24514,15.106
70,41,8,0.15533,15.532
70,42,3,0.02495,12.521
70,42,4,0.10866,13.314
70,42,5,0.17925,14.001
70,42,7,0.21921,15.106
70,42,8,0.12696,15.532
70,42,13,0.03143,17.261
70,42,14,0.03273,17.425
70,43,3,0.02124,12.521
70,43,4,0.13096,13.314
70,43,5,0.10407,14.001
70,43,7,0.06814,15.106
70,43,8,0.07772,15.532
70,43,13,0.16790,17.261
70,43,14,0.23202,17.425
70,44,3,0.01910,12.521
70,44,4,0.11003,13.314
70,44,5,0.05455,14.001
70,44,8,0.06358,15.532
70,44,13,0.15818,17.261
70,44,14,0.24551,17.425
70,45,3,0.02299,12.521
70,45,4,0.08280,13.314
70,45,8,0.04603,15.532
70,45,13,0.12838,17.261
70,45,14,0.12480,17.425
70,46,3,0.01786,12.521
70,46,4,0.07150,13.314
70,46,13,0.01963,17.261
70,46,14,0.05436,17.425
70,47,4,0.05721,13.314
70,48,4,0.02261,13.314
70,50,9,0.01549,15.904
70,51,6,0.02003,14.607
70,65,4,0.14216,13.314
70,65,5,0.02859,14.001
70,66,4,0.12505,13.314
70,66,5,0.05734,14.001
70,67,4,0.03896,13.314
70,67,5,0.13588,14.001
70,67,6,0.04763,14.607
70,68,5,0.09977,14.001
70,68,6,0.14311,14.607
70,69,6,0.10813,14.607
70,69,7,0.01256,15.106
70,70,6,0.08144,14.607
70,70,7,0.03054,15.106
70,71,4,0.00374,13.314
70,71,5,0.00268,14.001
70,71,6,0.08561,14.607
70,71,7,0.07855,15.106
70,72,6,0.10998,14.607
70,72,7,0.10148,15.106
70,73,6,0.08936,14.607
70,73,7,0.07978,15.106
70,74,6,0.04991,14.607
70,74,7,0.01533,15.106
70,76,12,0.02018,17.022
70,77,5,0.03161,14.001
70,77,12,0.02169,17.022
70,77,13,0.02051,17.261
70,78,5,0.04940,14.001
70,78,13,0.09806,17.261
70,79,5,0.01799,14.001
70,79,13,0.06568,17.261
71,34,3,0.00577,12.521
71,35,3,0.03161,12.521
71,35,6,0.06828,14.607
71,36,3,0.02068,12.521
71,36,4,0.03163,13.314
71,36,6,0.18465,14.607
71,36,7,0.21318,15.106
71,36,8,0.01657,15.532
71,37,4,0.01521,13.314
71,37,5,0.01384,14.001
71,37,6,0.21279,14.607
71,37,7,0.42110,15.106
71,37,8,0.20652,15.532
71,38,3,0.00751,12.521
71,38,4,0.00769,13.314
71,38,5,0.05412,14.001
71,38,6,0.18768,14.607
71,38,7,0.38123,15.106
71,38,8,0.41419,15.532
71,39,3,0.01309,12.521
71,39,4,0.00677,13.314
71,39,5,0.12980,14.001
71,39,6,0.16541,14.607
71,39,7,0.23185,15.106
71,39,8,0.47682,15.532
71,40,3,0.02054,12.521
71,40,4,0.03166,13.314
71,40,5,0.21997,14.001
71,40,6,0.21463,14.607
71,40,7,0.19570,15.106
71,40,8,0.37920,15.532
71,41,3,0.02645,12.521
71,41,4,0.07132,13.314
71,41,5,0.24453,14.001
71,41,6,0.23001,14.607
71,41,7,0.22877,15.106
71,41,8,0.27785,15.532
71,41,13,0.06815,17.261
71,41,14,0.15895,17.425
71,42,3,0.02072,12.521
71,42,4,0.10954,13.314
71,42,5,0.20332,14.001
71,42,6,0.09465,14.607
71,42,7,0.27033,15.106
71,42,8,0.17908,15.532
71,42,13,0.33484,17.261
71,42,14,0.69716,17.425
71,42,15,0.09229,17.593
71,43,3,0.00973,12.521
71,43,4,0.12004,13.314
71,43,5,0.11581,14.001
71,43,7,0.24878,15.106
71,43,8,0.17826,15.532
71,43,12,0.07050,17.022
71,43,13,0.50206,17.261
71,43,14,0.90191,17.425
71,43,15,0.28536,17.593
71,44,3,0.00611,12.521
71,44,4,0.09537,13.314
71,44,5,0.04806,14.001
71,44,7,0.14299,15.106
71,44,8,0.21772,15.532
71,44,12,0.20660,17.022
71,44,13,0.58041,17.261
71,44,14,0.85620,17.425
71,44,15,0.27377,17.593
71,45,3,0.00316,12.521
71,45,4,0.05785,13.314
71,45,7,0.03381,15.106
71,45,8,0.22240,15.532
71,45,12,0.23748,17.022
71,45,13,0.60017,17.261
71,45,14,0.74122,17.425
71,45,15,0.21125,17.593
71,46,4,0.02862,13.314
71,46,8,0.15311,15.532
71,46,12,0.17105,17.022
71,46,13,0.47110,17.261
71,46,14,0.64450,17.425
71,46,15,0.23631,17.593
71,47,13,0.29801,17.261
71,47,14,0.48401,17.425
71,47,15,0.21480,17.593
71,48,13,0.06238,17.261
71,48,14,0.24150,17.425
71,48,15,0.06652,17.593
71,49,9,0.02477,15.904
71,49,10,0.00253,16.321
71,49,14,0.01426,17.425
71,50,8,0.00974,15.532
71,50,9,0.22209,15.904
71,50,10,0.28595,16.321
71,50,11,0.14487,16.756
71,51,10,0.14085,16.321
71,51,11,0.09048,16.756
71,51,12,0.02587,17.022
71,64,3,0.00245,12.521
71,64,4,0.01079,13.314
71,64,5,0.00506,14.001
71,65,3,0.00320,12.521
71,65,4,0.10891,13.314
71,65,5,0.08713,14.001
71,66,4,0.02336,13.314
71,66,5,0.04262,14.001
71,66,7,0.01570,15.106
71,67,5,0.09632,14.001
71,67,6,0.01496,14.607
71,68,5,0.06608,14.001
71,68,6,0.09874,14.607
71,69,6,0.14064,14.607
71,69,7,0.05088,15.106
71,70,6,0.13053,14.607
71,70,7,0.09757,15.106
71,71,6,0.13291,14.607
71,71,7,0.14777,15.106
71,71,8,0.09088,15.532
71,72,6,0.09598,14.607
71,72,7,0.12273,15.106
71,72,8,0.02642,15.532
71,73,6,0.06329,14.607
71,73,7,0.09922,15.106
71,74,6,0.03751,14.607
71,74,7,0.05456,15.106
71,77,5,0.02228,14.001
71,78,5,0.05184,14.001
71,79,5,0.02184,14.001
71,89,5,0.00289,14.001
71,92,10,0.00844,16.321
72,33,4,0.00578,13.314
72,33,5,0.02005,14.001
72,34,4,0.00385,13.314
72,34,5,0.03910,14.001
72,34,6,0.02667,14.607
72,35,3,0.00525,12.521
72,35,5,0.08606,14.001
72,35,6,0.12233,14.607
72,36,5,0.10877,14.001
72,36,6,0.22836,14.607
72,36,7,0.17917,15.106
72,36,8,0.05516,15.532
72,37,5,0.08327,14.001
72,37,6,0.25873,14.607
72,37,7,0.31127,15.106
72,37,8,0.25939,15.532
72,38,5,0.04631,14.001
72,38,6,0.25443,14.607
72,38,7,0.20430,15.106
72,38,8,0.45983,15.532
72,39,3,0.01866,12.521
72,39,5,0.04409,14.001
72,39,6,0.20591,14.607
72,39,7,0.11173,15.106
72,39,8,0.43808,15.532
72,40,3,0.02619,12.521
72,40,4,0.01254,13.314
72,40,5,0.13466,14.001
72,40,6,0.20401,14.607
72,40,7,0.16811,15.106
72,40,8,0.35788,15.532
72,40,13,0.08244,17.261
72,40,14,0.10445,17.425
72,41,3,0.02377,12.521
72,41,4,0.06926,13.314
72,41,5,0.22210,14.001
72,41,6,0.25135,14.607
72,41,7,0.21126,15.106
72,41,8,0.32842,15.532
72,41,12,0.05062,17.022
72,41,13,0.42191,17.261
72,41,14,0.73731,17.425
72,41,15,0.07221,17.593
72,42,3,0.01540,12.521
72,42,4,0.11520,13.314
72,42,5,0.23831,14.001
72,42,6,0.20223,14.607
72,42,7,0.21367,15.106
72,42,8,0.35483,15.532
72,42,12,0.20496,17.022
72,42,13,0.67982,17.261
72,42,14,1.00140,17.425
72,42,15,0.53721,17.593
72,43,3,0.00445,12.521
72,43,4,0.11054,13.314
72,43,5,0.18404,14.001
72,43,6,0.03521,14.607
72,43,7,0.21037,15.106
72,43,8,0.37507,15.532
72,43,9,0.07252,15.904
72,43,12,0.37849,17.022
72,43,13,0.76093,17.261
72,43,14,1.00750,17.425
72,43,15,0.89952,17.593
72,44,3,0.00416,12.521
72,44,4,0.08854,13.314
72,44,5,0.07317,14.001
72,44,7,0.19310,15.106
72,44,8,0.40269,15.532
72,44,9,0.12551,15.904
72,44,12,0.43612,17.022
72,44,13,0.81196,17.261
72,44,14,1.01750,17.425
72,44,15,0.91861,17.593
72,45,4,0.06139,13.314
72,45,7,0.15887,15.106
72,45,8,0.36040,15.532
72,45,9,0.13821,15.904
72,45,11,0.02818,16.756
72,45,12,0.43439,17.022
72,45,13,0.77061,17.261
72,45,14,0.95666,17.425
72,45,15,0.85888,17.593
72,46,4,0.01082,13.314
72,46,7,0.08362,15.106
72,46,8,0.26753,15.532
72,46,9,0.04832,15.904
72,46,11,0.03665,16.756
72,46,12,0.31528,17.022
72,46,13,0.68021,17.261
72,46,14,0.87679,17.425
72,46,15,0.87479,17.593
72,46,16,0.11744,17.794
72,47,8,0.03923,15.532
72,47,12,0.09553,17.022
72,47,13,0.61887,17.261
72,47,14,0.79101,17.425
72,47,15,0.80977,17.593
72,47,16,0.14300,17.794
72,48,13,0.49420,17.261
72,48,14,0.66963,17.425
72,48,15,0.59732,17.593
72,48,16,0.11444,17.794
72,49,9,0.12937,15.904
72,49,10,0.27364,16.321
72,49,11,0.27545,16.756
72,49,12,0.05685,17.022
72,49,13,0.32885,17.261
72,49,14,0.52362,17.425
72,49,15,0.31761,17.593
72,49,16,0.05905,17.794
72,50,8,0.03233,15.532
72,50,9,0.11394,15.904
72,50,10,0.28967,16.321
72,50,11,0.38106,16.756
72,50,12,0.31716,17.022
72,50,13,0.33004,17.261
72,50,14,0.37968,17.425
72,50,15,0.11390,17.593
72,50,16,0.01109,17.794
72,51,10,0.03703,16.321
72,51,11,0.20959,16.756
72,51,12,0.31792,17.022
72,51,13,0.37123,17.261
72,51,14,0.25945,17.425
72,52,10,0.01367,16.321
72,52,11,0.02553,16.756
72,52,12,0.12247,17.022
72,52,13,0.26850,17.261
72,52,14,0.07717,17.425
72,63,6,0.08871,14.607
72,64,3,0.00788,12.521
72,64,4,0.04907,13.314
72,64,5,0.08707,14.001
72,64,6,0.17310,14.607
72,64,7,0.04089,15.106
72,65,3,0.00125,12.521
72,65,4,0.07219,13.314
72,65,5,0.13334,14.001
72,65,6,0.16516,14.607
72,65,7,0.21600,15.106
72,65,8,0.02512,15.532
72,66,4,0.00170,13.314
72,66,5,0.05735,14.001
72,66,6,0.07177,14.607
72,66,7,0.16342,15.106
72,66,8,0.03545,15.532
72,67,4,0.01983,13.314
72,67,5,0.10453,14.001
72,67,7,0.02608,15.106
72,68,4,0.02828,13.314
72,68,5,0.10021,14.001
72,68,6,0.05648,14.607
72,68,7,0.04782,15.106
72,69,5,0.02379,14.001
72,69,6,0.18186,14.607
72,69,7,0.11784,15.106
72,70,5,0.01846,14.001
72,70,6,0.17839,14.607
72,70,7,0.18948,15.106
72,70,8,0.05938,15.532
72,71,5,0.01447,14.001
72,71,6,0.11443,14.607
72,71,7,0.22940,15.106
72,71,8,0.15653,15.532
72,72,6,0.04236,14.607
72,72,7,0.19932,15.106
72,72,8,0.08253,15.532
72,73,6,0.01040,14.607
72,73,7,0.15464,15.106
72,73,8,0.00653,15.532
72,74,6,0.00819,14.607
72,74,7,0.08967,15.106
72,77,5,0.04453,14.001
72,78,5,0.05577,14.001
72,79,5,0.00385,14.001
72,85,5,0.01028,14.001
72,86,5,0.00878,14.001
72,87,5,0.00194,14.001
73,28,3,0.00182,12.521
73,28,4,0.07088,13.314
73,29,4,0.06964,13.314
73,30,4,0.02617,13.314
73,31,3,0.01671,12.521
73,32,3,0.00357,12.521
73,32,4,0.02073,13.314
73,33,4,0.07335,13.314
73,34,4,0.12164,13.314
73,34,5,0.08115,14.001
73,34,6,0.04581,14.607
73,35,4,0.07292,13.314
73,35,5,0.19879,14.001
73,35,6,0.10538,14.607
73,36,5,0.21732,14.001
73,36,6,0.14775,14.607
73,36,7,0.07465,15.106
73,37,5,0.18012,14.001
73,37,6,0.16735,14.607
73,37,7,0.15523,15.106
73,37,8,0.08026,15.532
73,38,3,0.00500,12.521
73,38,5,0.13477,14.001
73,38,6,0.23654,14.607
73,38,7,0.11478,15.106
73,38,8,0.15964,15.532
73,39,3,0.02209,12.521
73,39,5,0.06307,14.001
73,39,6,0.25488,14.607
73,39,7,0.16056,15.106
73,39,8,0.15985,15.532
73,39,13,0.00951,17.261
73,40,3,0.02455,12.521
73,40,4,0.01324,13.314
73,40,5,0.05715,14.001
73,40,6,0.19937,14.607
73,40,7,0.25413,15.106
73,40,8,0.17947,15.532
73,40,12,0.02484,17.022
73,40,13,0.41036,17.261
73,40,14,0.43990,17.425
73,41,3,0.01800,12.521
73,41,4,0.06521,13.314
73,41,5,0.16012,14.001
73,41,6,0.18154,14.607
73,41,7,0.26408,15.106
73,41,8,0.26804,15.532
73,41,9,0.02167,15.904
73,41,12,0.29946,17.022
73,41,13,0.69828,17.261
73,41,14,0.82303,17.425
73,41,15,0.27333,17.593
73,42,3,0.00791,12.521
73,42,4,0.10831,13.314
73,42,5,0.24203,14.001
73,42,6,0.22592,14.607
73,42,7,0.19182,15.106
73,42,8,0.38080,15.532
73,42,9,0.14533,15.904
73,42,12,0.32771,17.022
73,42,13,0.74330,17.261
73,42,14,0.63191,17.425
73,42,15,0.83451,17.593
73,43,4,0.10099,13.314
73,43,5,0.23832,14.001
73,43,6,0.20198,14.607
73,43,7,0.15362,15.106
73,43,8,0.39785,15.532
73,43,9,0.30838,15.904
73,43,10,0.03650,16.321
73,43,11,0.00718,16.756
73,43,12,0.29184,17.022
73,43,13,0.75433,17.261
73,43,14,0.57253,17.425
73,43,15,1.02730,17.593
73,43,16,0.07891,17.794
73,44,4,0.06073,13.314
73,44,5,0.15114,14.001
73,44,6,0.05874,14.607
73,44,7,0.15896,15.106
73,44,8,0.37998,15.532
73,44,9,0.37591,15.904
73,44,10,0.08978,16.321
